contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0007636,P000843,2026-02-08 09:07:45,phone_transcript,NHS prescription,"hi I am calling because My medicines have not arrived at all Also, My prescription should have arrived yesterday.",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007637,P003482,2026-02-08 09:11:23,live_chat,NHS prescription,pls help: You said my medicine is unavailable!!!,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007638,P003745,2026-02-08 09:28:02,phone_transcript,NHS prescription,right so Where can I find my Royal Mail tracking number?,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007639,P007233,2026-02-08 09:29:50,phone_transcript,NHS prescription,hi I am calling because Can you check the pharmacy processing step?.,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007640,P005768,2026-02-08 09:33:06,live_chat,NHS prescription,hi - I forgot my password and cannot access my prescrption thanks,login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007641,P002321,2026-02-08 09:36:58,phone_transcript,NHS prescription,hi I am calling because Why is my prescrption still with my GP? thanks,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007642,P006285,2026-02-08 09:45:25,email,NHS prescription,"Hello, The app says awaiting GP approval for days please",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007643,P000028,2026-02-08 09:49:09,app_review,NHS prescription,App issue: The meds parcel is delayed after dispatch thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007644,P007210,2026-02-08 10:00:20,live_chat,NHS prescription,hello Can you check what happened to my request?,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007645,P003298,2026-02-08 10:36:29,live_chat,NHS prescription,hi - This has been frustrating and I need someone to help postcode SW1A 1AA,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007646,P003423,2026-02-08 10:38:01,live_chat,NHS prescription,hello The order is stuck at clinical review thanks,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007647,P000091,2026-02-08 10:44:52,live_chat,NHS prescription,pls help: My GP says they sent the prescription but it is not showing.,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007648,P000684,2026-02-08 10:47:30,live_chat,NHS prescription,hi - The notification says my order is cancelled but the app says packing,wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007649,P002641,2026-02-08 10:56:44,phone_transcript,NHS prescription,hello um This has been frustrating and I need someone to help pls,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007650,P005707,2026-02-08 11:15:30,app_review,NHS prescription,This has been frustrating and I need someone to help email sam99@example.com,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007651,P006015,2026-02-08 11:22:17,live_chat,Online Doctor or shop,hello When will my shop refund arrive?.,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007652,P000683,2026-02-08 11:28:37,live_chat,NHS prescription,The app says awaiting GP approval for days!!!,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007653,P006177,2026-02-08 11:30:38,live_chat,NHS prescription,hello Where can I find my Royal Mail tracking no? please My phone is 07287971110,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007654,P004810,2026-02-08 11:45:33,phone_transcript,NHS prescription,right so Can I reorder my regular medicine through the app? asap,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007655,P006883,2026-02-08 11:57:42,phone_transcript,NHS prescription,hi I am calling because How do I track my medicine delivery? pls,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007656,P002427,2026-02-08 12:44:08,phone_transcript,NHS prescription,hello um Royal Mail tracking has not moved and my delivery is late,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007657,P007491,2026-02-08 12:45:21,phone_transcript,NHS prescription,right so The prescription is ready but has not left the warehouse thanks,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007658,P002567,2026-02-08 12:45:48,phone_transcript,NHS prescription,"pls can you help, I need to request my usual tablets again!!!",repeat_prescription_request,Prescription request,Request,Routine repeat request,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007659,P003927,2026-02-08 12:52:02,app_review,NHS prescription,Please fix this: Why has my doctor refused the request?!!!,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007660,P004700,2026-02-08 13:00:57,phone_transcript,NHS prescription,right so Why have you not received my prescrption yet?,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007661,P002097,2026-02-08 13:09:57,email,NHS prescription,"Dear team, Why is my prescription still with my GP? thanks",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007662,P000536,2026-02-08 13:13:02,app_review,NHS prescription,The notification says my order is cancelled but the app says packing. from Riverside Surgery,wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007663,P000839,2026-02-08 13:23:45,phone_transcript,NHS prescription,"hi I am calling cos One item is out of stock, when will it be available? please",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007664,P002048,2026-02-08 13:26:35,email,NHS prescription,"Hello, Your text message does not match my account",wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007665,P004130,2026-02-08 13:28:43,live_chat,NHS prescription,pls help: Royal Mail tracking has not moved and my delivery is late.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007666,P007164,2026-02-08 13:29:35,email,NHS prescription,Please help. Can I reorder my regular medicine through the app? asap,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007667,P000583,2026-02-08 13:46:07,phone_transcript,NHS prescription,hi I am calling because How can I change my delivery address?.,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007668,P000994,2026-02-08 13:47:33,phone_transcript,NHS prescription,right so My medicine order has not arrived yet please NHS number 7002730355,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007669,P006051,2026-02-08 13:52:14,phone_transcript,NHS prescription,"please can you help, Royal Mail tracking has not moved and my delivery is late!!!",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007670,P002402,2026-02-08 14:03:37,phone_transcript,NHS prescription,hi I am calling cos The medicine parcel is delayed after dispatch please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0007671,P000661,2026-02-08 14:28:26,phone_transcript,NHS prescription,hello um The request is missing from my acct thanks DOB 09/09/1996,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,True
